Title,Video_URL,Views
"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B",https://www.youtube.com/watch?v=05TA9jNnCdU,1025261747
Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,https://www.youtube.com/watch?v=NNqLB7znMLU,1024151653
Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021,https://www.youtube.com/watch?v=SD4Z8dlZPd8,1015962154
'Abhi Toh Party Shuru Hui Hai' FULL VIDEO Song | Khoobsurat | Badshah | Aastha,https://www.youtube.com/watch?v=8LZgzAZ2lpQ,1013544697
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S",https://www.youtube.com/watch?v=_KhQT-LGb-4,1012572049
8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | Ishtar Punjabi #punjabisong,https://www.youtube.com/watch?v=8WWv5_k8D14,1003849232
Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan,https://www.youtube.com/watch?v=Mi3GdCyzHCY,1001110858
"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad",https://www.youtube.com/watch?v=xmU0s2QtaEY,979648039
"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series",https://www.youtube.com/watch?v=bPk9bSvQQoc,979033460
Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira,https://www.youtube.com/watch?v=YPohR_9v6HA,968154896
"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""",https://www.youtube.com/watch?v=1YBl3Zbt80A,941422182
Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,https://www.youtube.com/watch?v=uBaqgt5V0mU,919401538
"Bole Chudiyan Full Video - K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan",https://www.youtube.com/watch?v=IBvg3WeqP1U,905709357
"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar",https://www.youtube.com/watch?v=_uUdJalMaF8,904028424
Full Video: Papa Mere Papa | Main Aisa Hi Hoon | Sushmita Sen |  Himesh Reshammiya,https://www.youtube.com/watch?v=bhRswBsogNw,901905018
Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees,https://www.youtube.com/watch?v=gvyUuxdRdR4,892344387
Prada : Jass Manak (Official Video) Satti Dhillon - Romantic Song - GK Digital - Geet MP3,https://www.youtube.com/watch?v=PjTU0DmBWiU,889564205
"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES",https://www.youtube.com/watch?v=zpsVpnvFfZQ,888521319
KHAAB | AKHIL | PARMISH VERMA | NEW PUNJABI SONG 2024 | CROWN RECORDS | LATEST PUNJABI 2024 |,https://www.youtube.com/watch?v=2eliQ_KR8yA,884537874
Laila Main Laila | Raees | Shah Rukh Khan | Sunny Leone | Pawni Pandey | Ram Sampath,https://www.youtube.com/watch?v=95I5VaR7GeU,883830516
"""3 Peg Sharry Mann"" (Full Video) | Mista Baaz | Parmish Verma | Ravi Raj | Latest Punjabi Songs 2016",https://www.youtube.com/watch?v=hzTg4zPBtDU,883112925
"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",https://www.youtube.com/watch?v=qfdShSZZxlg,847720264
BADSHAH - Paani Paani | Jacqueline Fernandez | Official Music Video | Aastha Gill | Trending Song,https://www.youtube.com/watch?v=nFjVlf2r9_Q,834285230
"Dil Meri Na Sune Lyrical - Genius | Utkarsh Sharma, Ishita | Atif Aslam | Himesh Reshammiya",https://www.youtube.com/watch?v=YZLKoG_vhDY,831145407
Housefull 4: Shaitan Ka Saala Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,https://www.youtube.com/watch?v=oCBDl58lBoU,821625062
"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Atif Aslam | Vishal & Shekhar",https://www.youtube.com/watch?v=SAcpESN_Fk4,806206530
Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin-Jigar | Madhubanti | Divya | Amitabh,https://www.youtube.com/watch?v=roz9sXFkTuE,796239655
Namo Namo - Lyrical | Kedarnath | Sushant Rajput | Sara Ali Khan | Amit Trivedi | Amitabh B,https://www.youtube.com/watch?v=dx4Teh-nv3A,792900667
"Chogada With Lyrics  | Loveyatri | Aayush Sharma | Warina Hussain |Darshan Raval, Lijo-DJ Chetas",https://www.youtube.com/watch?v=asYxxtiWUyw,774141051
"Luka Chuppi: COCA COLA Song | Kartik A, Kriti S | Tony Kakkar Tanishk Bagchi Neha Kakkar Young Desi",https://www.youtube.com/watch?v=_cPHiwPqbqo,737715029
"SANAM RE Title  Song FULL VIDEO | Pulkit Samrat, Yami Gautam, Urvashi Rautela | Divya Khosla Kumar",https://www.youtube.com/watch?v=DS-raAyMxl4,737606526
"Full Song: Muqabla | Street Dancer 3D |A.R. Rahman, Prabhudeva, Varun D, Shraddha K, Tanishk B",https://www.youtube.com/watch?v=l75z7FrYRXI,725547161
Naach Meri Rani: Guru Randhawa Feat. Nora Fatehi | Tanishk Bagchi | Nikhita Gandhi | Bhushan Kumar,https://www.youtube.com/watch?v=TCx1yMegJ4A,721285616
BROWN MUNDE - AP DHILLON | GURINDER GILL | SHINDA KAHLON (Official Music Video),https://www.youtube.com/watch?v=VNs_cCtdbPc,719455646
"Besharam Rang Song | Pathaan | Shah Rukh Khan, Deepika Padukone | Vishal & Sheykhar | Shilpa, Kumaar",https://www.youtube.com/watch?v=huxhqphtDrM,718758773
"Pushpa: Saami Saami - Full Video Song | Allu Arjun, Rashmika Mandanna | Sunidhi C | DSP | Sukumar",https://www.youtube.com/watch?v=vdY5SFZBgnk,711698044
"Jeene Laga Hoon Lyrical - Ramaiya Vastavaiya|Girish Kumar, Shruti Haasan |Atif Aslam, Shreya Ghoshal",https://www.youtube.com/watch?v=qpIdoaaPa6U,711441072
Gali Gali Full Video Song | KGF | Neha Kakkar | Mouni Roy | Tanishk Bagchi | Rashmi Virag |T-SERIES,https://www.youtube.com/watch?v=1BVgpX4w0Wk,710790054
Pyaar De | Sunny Leone & Rajniesh Duggall | Ankit Tiwari | Beiimaan Love,https://www.youtube.com/watch?v=hV-FwW1LgxU,708651374
Blue Eyes Full Video Song Yo Yo Honey Singh | Blockbuster Song Of 2013,https://www.youtube.com/watch?v=NbyHNASFi6U,706263305
Harrdy Sandhu - Kya Baat Ay | Jaani | B Praak |  Arvindr Khaira | Official Music Video,https://www.youtube.com/watch?v=G0Hx6uN2AJE,698060714
Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,https://www.youtube.com/watch?v=DUwlGduupRI,697445192
"ISHARE TERE Song | Guru Randhawa, Dhvani Bhanushali | DirectorGifty | Bhushan Kumar",https://www.youtube.com/watch?v=8nGFWWJLHio,681872624
Baarish Ki Jaaye | B Praak Ft Nawazuddin Siddiqui & Sunanda Sharma | Jaani | Arvindr Khaira | DM,https://www.youtube.com/watch?v=TYaNfLLOLNY,678508388
ILLEGAL WEAPON | GARRY SANDHU /JASMINE SANDLAS | INTENSE | FRESH MEDIA RECORDS,https://www.youtube.com/watch?v=H7_yY3yr-jE,675550212
Ve Maahi | Kesari | Akshay Kumar & Parineeti Chopra | Arijit Singh & Asees Kaur | Tanishk Bagchi,https://www.youtube.com/watch?v=j6muwUGdvXw,673521542
"Dheere Dheere Se Meri Zindagi Video Song (OFFICIAL) Hrithik Roshan, Sonam Kapoor | Yo Yo Honey Singh",https://www.youtube.com/watch?v=nCD2hj6zJEc,670970757
"Nashe Si Chadh Gayi Song | Befikre | Ranveer Singh, Vaani Kapoor | Arijit Singh | Vishal and Shekhar",https://www.youtube.com/watch?v=Wd2B8OAotU8,670794774
"Kusu Kusu Song Ft Nora Fatehi | Satyameva Jayate 2 | John A, Divya K | Tanishk B, Zahrah Khan, Dev N",https://www.youtube.com/watch?v=RgzLnmTaCAU,669610423
"Hua Hain Aaj Pehli Baar FULL VIDEO | SANAM RE | Pulkit Samrat, Urvashi Rautela | Divya Khosla Kumar",https://www.youtube.com/watch?v=DGVJtAHzzDQ,667353399
"Kaun Hain Voh - Full Video | Baahubali - The  Beginning | Kailash K | Prabhas | MM Kreem , Manoj M",https://www.youtube.com/watch?v=WibcvWT7KQQ,666992778
She Don't Know: Millind Gaba Song | Shabby | New Hindi Song 2019 | Latest Hindi Songs,https://www.youtube.com/watch?v=_P3R63mmakg,666937505
"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar",https://www.youtube.com/watch?v=PVxc5mIHVuQ,666219511
"Srivalli (Video) | Pushpa | Allu Arjun, Rashmika Mandanna | Javed Ali | DSP | Sukumar",https://www.youtube.com/watch?v=hcMzwMrr1tE,662619458
"Taaron Ke Shehar Song: Neha Kakkar, Sunny Kaushal | Jubin Nautiyal,Jaani | Bhushan Kumar | Arvindr K",https://www.youtube.com/watch?v=VAZxSoKb65o,655840518
Full Video: Hookah Bar | Khiladi 786 | Akshay Kumar & Asin | Himesh Reshammiya,https://www.youtube.com/watch?v=b4b1cMVZOUU,654213937
KAUN TUJHE  Lyrical | M.S. DHONI -THE UNTOLD STORY | Amaal Mallik Palak | Sushant Singh Disha Patani,https://www.youtube.com/watch?v=Ov0YGGSY6gY,652438780
"Saiyaara Full Song | Ek Tha Tiger | Salman Khan, Katrina Kaif | Mohit Chauhan, Tarannum, Sohail Sen",https://www.youtube.com/watch?v=A5pSnIwbpaM,650583221
SAKHIYAAN (Full Song) Maninder Buttar | MixSingh | Babbu | Punjabi Songs | Sakhiyan | Ishtar Punjabi,https://www.youtube.com/watch?v=S-ezhTXPVGU,649021707
"Thoda Thoda Pyaar | Sidharth Malhotra,Neha Sharma|Stebin Ben,Nilesh Ahuja,Kumaar|Zee Music Originals",https://www.youtube.com/watch?v=USccSZnS8MQ,648167239
Sumit Goswami - Feelings | KHATRI | Deepesh Goyal | Haryanvi Song 2020,https://www.youtube.com/watch?v=AZmAgoir1Tc,645707995
Guru Randhawa: MADE IN INDIA | Bhushan Kumar | DirectorGifty | Elnaaz Norouzi | Vee,https://www.youtube.com/watch?v=pnMQLrS5sTE,643292109
DILBAR Full Song | Satyameva Jayate | John Abraham Nora Fatehi | Tanishk B Neha Kakkar Ikka Dhvani,https://www.youtube.com/watch?v=TRa9IMvccjg,637080731
Dil Galti Kar Baitha Hai | Meet Bros Ft. Jubin Nautiyal | Mouni Roy | Manoj M | Ashish P | Bhushan K,https://www.youtube.com/watch?v=1--qqQrimMA,635944460
Harrdy Sandhu - Backbone | Jaani | B Praak | Zenith Sidhu | Latest Romantic Song 2017,https://www.youtube.com/watch?v=bqGtrvcR5ls,633979189
Naah -  Harrdy Sandhu Feat. Nora Fatehi | Jaani | B Praak |Official Music Video-Latest Hit Song 2017,https://www.youtube.com/watch?v=8qs2dZO6wcc,633837337
"Full Video :Illegal Weapon 2.0|Street Dancer 3D |Varun D,Shraddha K,Nora|Tanishk B,Jasmine S,Garry S",https://www.youtube.com/watch?v=GOkJguI8kYc,629083922
Kamariya – Mitron| Jackky Bhagnani| Kritika Kamra| Darshan Raval | Lijo-DJ Chetas | Ikka,https://www.youtube.com/watch?v=i0_m90T04uw,627851735
"Batla House: O SAKI SAKI Video | Nora Fatehi, Tanishk B, Neha K, Tulsi K, B Praak, Vishal-Shekhar",https://www.youtube.com/watch?v=6wNFJIbTxNk,625784016
"Ae Dil Hai Mushkil Title Track Full Video - Ranbir, Anushka, Aishwarya|Arijit|Pritam",https://www.youtube.com/watch?v=6FURuLYrR_Q,625221277
Bapu Zimidar | Jassi Gill | Replay ( Return Of Melody ) |  Latest Punjabi Songs,https://www.youtube.com/watch?v=jOYR3k1VhUQ,618566784
"Yo Yo Honey Singh: DIL CHORI (Video) Simar Kaur, Ishers | Hans Raj Hans | Sonu Ke Titu Ki Sweety",https://www.youtube.com/watch?v=xWi8nDUjHGA,611158503
"Saiyaan Ji ► Yo Yo Honey Singh, Neha Kakkar|Nushrratt Bharuccha|  Lil G, Hommie D| Mihir G|Bhushan K",https://www.youtube.com/watch?v=VEkj2sanAeU,607491748
Radha - SOTY |Alia |Sidharth |Varun |Udit Narayan|Shreya Ghosal,https://www.youtube.com/watch?v=kZqH9Kfv6BI,606687285
"Raataan Lambiyan - Lyric Video |Shershaah|Sidharth, Kiara|Tanishk B.|Jubin|Asees",https://www.youtube.com/watch?v=orYf6VDtj_k,603785930
Na Ja - Pav Dharia (Official Video) | 4K Video | Dance Hit | Punjabi Songs | #pavdharia  #najanaja,https://www.youtube.com/watch?v=Q-GOFPM01d0,600174627
"The Medley Song | Mujhse Dosti Karoge | Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra",https://www.youtube.com/watch?v=q4R2xRnN89A,592050686
"Naacho Naacho (Full Video) RRR - NTR, Ram Charan | M M Kreem | SS Rajamouli | Vishal Mishra & Rahul",https://www.youtube.com/watch?v=sAzlWScHTc4,591109957
"Chand Sifarish | Full Song | Fanaa | Aamir Khan, Kajol | Shaan, Kailash Kher | Jatin-Lalit | Prasoon",https://www.youtube.com/watch?v=zWEOx7TSM6I,589572616
Kesariya - Brahmāstra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya|4K,https://www.youtube.com/watch?v=BddP6PYo2gs,577995637
She Move It Like - Official Video | Badshah | Warina Hussain | ONE Album,https://www.youtube.com/watch?v=Ci0WbaUH3no,575607900
Main Tera Boyfriend Song | Raabta | Arijit S | Neha K Meet Bros | Sushant Singh Rajput Kriti Sanon,https://www.youtube.com/watch?v=FQS7i2z1CoA,575601608
Gerua - Shah Rukh Khan | Kajol | Dilwale | Pritam | SRK Kajol Official New Song Video 2015,https://www.youtube.com/watch?v=AEIVhBS6baE,573264002
Lamberghini (Full Video) | The Doorbeen Feat Ragini | Latest Punjabi Song 2018 | Speed Records,https://www.youtube.com/watch?v=5X7WWVTrBvM,571641343
"Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A|Sandeep Reddy Vanga | Sachet-Parampara | Irshad",https://www.youtube.com/watch?v=VOLKJJvfAbg,571143186
"Teri Aankhon Mein Song: Divya K | Darshan R, Neha K | Pearl V Manan B | Radhika, Vinay | Bhushan K",https://www.youtube.com/watch?v=mClF6mJV5xM,570538303
"Kamli Song | Dhoom:3 | Katrina Kaif,  Aamir Khan | Sunidhi Chauhan | Pritam | Amitabh Bhattacharya",https://www.youtube.com/watch?v=C8kSrkz8Hz8,568530449
Same Beef Song | BOHEMIA | Ft. Sidhu Moose Wala | Byg Byrd | Punjabi Song #sidhumoosewala #bohemia,https://www.youtube.com/watch?v=qk2WMmiiVFE,567078111
"Aashiq Banaya Aapne Title (Full Song) | Himesh Reshammiya,Shreya Ghoshal | Emraan Hashmi,Tanushree D",https://www.youtube.com/watch?v=0bAVd9jJE2Q,566030255
COKA : Sukh-E Muzical Doctorz | Alankrita Sahai | Jaani | Arvindr Khaira | DM,https://www.youtube.com/watch?v=7lWeQs8Firo,565969541
"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series",https://www.youtube.com/watch?v=vc-KxBjIbgI,562100818
NIRA ISHQ : GURI (Official Song) Satti Dhillon | Romantic Song | GK Digital |  Geet MP3,https://www.youtube.com/watch?v=VO7Vu207-e8,560275286
"""Oh Humsafar"" Song | Neha Kakkar Himansh Kohli | Tony Kakkar | Bhushan Kumar | Manoj Muntashir",https://www.youtube.com/watch?v=g4HDfqEWf6Y,557010805
"B Praak: Dil Tod Ke Official Song | Rochak Kohli , Manoj M |Abhishek S, Kaashish V | Bhushan Kumar",https://www.youtube.com/watch?v=ZTBwxy4wsBQ,556228473
Harrdy Sandhu - Bijlee Bijlee ft Palak Tiwari | Jaani | BPraak | Arvindr Khaira | Desi Melodies,https://www.youtube.com/watch?v=NwdQx2P_ytk,555631524
"Makhna - Drive| Sushant Singh Rajput, Jacqueline Fernandez| Tanishk Bagchi, Asees Kaur",https://www.youtube.com/watch?v=HqUeSjsYLNU,554001726
"Aayi Nai -Stree 2 | Shraddha Kapoor | Rajkummar Rao | Sachin-Jigar |Pawan Singh,Simran,Divya,Amitabh",https://www.youtube.com/watch?v=nFgsBxw-zWQ,553792488
Patola Video Song | Blackmail | Irrfan Khan & Kirti Kulhari | Guru Randhawa,https://www.youtube.com/watch?v=z-ZEHL4Df-A,552811185
O Saathi Lyrical Video | Baaghi 2 | Tiger Shroff | Disha Patani | Arko | Ahmed Khan Sajid Nadiadwala,https://www.youtube.com/watch?v=YuXLN23ZGQo,552228773
Suit Full Video Song | Guru Randhawa Feat. Arjun | T-Series,https://www.youtube.com/watch?v=uQ763VvqiEM,551694727
"Nachange Saari Raat Full Video Song | JUNOONIYAT | Pulkit Samrat,Yami Gautam| T-Series",https://www.youtube.com/watch?v=rxMmistOjCA,549055560
'Gallan Goodiyaan' Full VIDEO Song | Dil Dhadakne Do | T-Series,https://www.youtube.com/watch?v=jCEdTq3j-0U,548206852
"Tere Naam Humne Kiya Hai Full Song | Tere Naam | Salman Khan | Udit Narayan, Himesh Reshammiya",https://www.youtube.com/watch?v=OMoU0Pfibc4,546698666
Hook Up Song -  Student Of The Year 2 | Tiger Shroff & Alia | Vishal and Shekhar |Neha Kakkar|Kumaar,https://www.youtube.com/watch?v=zuaLWHiRXkg,542077176
"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh",https://www.youtube.com/watch?v=w4ClQO0FFQg,537237389
"""Sun Raha Hai Na Tu Female Version"" By Shreya Ghoshal Aashiqui 2 Full Video Song |",https://www.youtube.com/watch?v=inEu2qQuGZ8,529490322
Hardy Sandhu: HORNN BLOW Video Song | Jaani | B Praak | New Song 2016 | T-Series,https://www.youtube.com/watch?v=IssysxAisfo,529317344
Badshah - DJ Waley Babu | feat Aastha Gill | Party Anthem | DJ Wale Babu,https://www.youtube.com/watch?v=OulN7vTDq1I,525197585
Guru Randhawa: Ishq Tera (Official Video) | Nushrat Bharucha | Bhushan Kumar | T-Series,https://www.youtube.com/watch?v=3KXZduvOfDo,524580094
"Ladki Badi Anjani Hai - Full Video|Shah Rukh Khan,Kajol |Kumar Sanu,Alka Yagnik |Timeless Classics",https://www.youtube.com/watch?v=WlWlGlvN4L4,524422829
"Exclusive: LOVE DOSE Full Video Song | Yo Yo Honey Singh, Urvashi Rautela | Desi Kalakaar",https://www.youtube.com/watch?v=TvngY4unjn4,524397842
"Hawayein Lyric Video - Jab Harry Met Sejal |Shah Rukh Khan, Anushka|Arijit Singh|Pritam",https://www.youtube.com/watch?v=cYOB941gyXI,523956517
"Bachpan Ka Pyaar (Official Video) Badshah, Sahdev Dirdo, Aastha Gill, Rico",https://www.youtube.com/watch?v=k7QniTYNsmQ,520823201
"JAWAN: Chaleya (Hindi) | Shah Rukh Khan | Nayanthara | Atlee | Anirudh | Arijit S, Shilpa R | Kumaar",https://www.youtube.com/watch?v=VAdGW7QDJiU,520734584
"Jai Jai Shivshankar Song | Holi Song | WAR | Hrithik Roshan, Tiger Shroff | Vishal & Shekhar, Benny",https://www.youtube.com/watch?v=oGneAab3e88,518823279
"WAJAH TUM HO Full Video Song | HATE STORY 3 Songs | Zareen Khan, Karan Singh Grover | T-Series",https://www.youtube.com/watch?v=__ZvXBf1rmw,517396839
Lyrical: Chammak Challo | Ra One | ShahRukh Khan | Kareena Kapoor,https://www.youtube.com/watch?v=oAVhUAaVCVQ,513529100
"Jogi - Lyrical | Shaadi Mein Zaroor Aana | Rajkummar Rao, Kriti Kharbanda | Arko ft Aakanksha Sharma",https://www.youtube.com/watch?v=HexFqifusOk,512688099
"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone",https://www.youtube.com/watch?v=jHNNMj5bNQw,508555875
"Saajanji Ghar Aaye Full Video - Kuch Kuch Hota Hai|Shah Rukh Khan,Kajol|Alka Yagnik",https://www.youtube.com/watch?v=8XtXLVylOoU,505548878
"Yaad Piya Ki Aane Lagi | Divya Khosla Kumar |Neha K,Tanishk B,Jaani, Faisu, Radhika&Vinay |Bhushan K",https://www.youtube.com/watch?v=eN6AYHAT8UM,504105223
Baby Girl | Guru Randhawa Dhvani Bhanushali | Remo D'Souza | Bhushan Kumar | Vee,https://www.youtube.com/watch?v=pLhNdJNwGC8,503485805
Aastha Gill - Buzz feat Badshah | Priyank Sharma | Official Music Video,https://www.youtube.com/watch?v=dUaCEs3HfdI,503439903
KAUN TUJHE Full  Video | M.S. DHONI -THE UNTOLD STORY |Amaal Mallik Palak|Sushant Singh Disha Patani,https://www.youtube.com/watch?v=atVof3pjT-I,499250789
"Chhor Denge: Parampara Tandon | Sachet-Parampara | Nora Fatehi, Ehan Bhat | Arvindr K, Bhushan Kumar",https://www.youtube.com/watch?v=hGf8rOwFzvo,498924526
Housefull 4: Shaitan Ka Saala Full Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,https://www.youtube.com/watch?v=e0j_YW5QnoQ,497104336
Kar Gayi Chull - Kapoor & Sons | Sidharth Malhotra | Alia Bhatt | Badshah | Amaal Mallik |Fazilpuria,https://www.youtube.com/watch?v=NTHz9ephYTw,495053563
"Kajra Re | Full Song | Bunty Aur Babli | Aishwarya, Abhishek, Amitabh Bachchan | Shankar-Ehsaan-Loy",https://www.youtube.com/watch?v=4dsFQFCvVGU,492966917
"Apna Bana Le - Bhediya | Varun Dhawan, Kriti Sanon| Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",https://www.youtube.com/watch?v=ElZfdU54Cp8,488439682
Meri Aashiqui Song | Rochak Kohli Feat. Jubin Nautiyal | Ihana D | Shree Anwar Sagar | Bhushan Kumar,https://www.youtube.com/watch?v=SVjkxdjivts,488425162
"The Breakup Song Full Video - ADHM|Ranbir, Anushka|Arijit,Badshah,Jonita,Nakash|Pritam",https://www.youtube.com/watch?v=kd5KqlmcHNo,482439209
"Tera Hone Laga Hoon Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir, Katrina K | Pritam",https://www.youtube.com/watch?v=rTuxUAuJRyY,479726838
"Chikni Chameli Best Video - Agneepath | Katrina, Hrithik | Shreya | Ajay-Atul",https://www.youtube.com/watch?v=MQM7CNoAsBI,476471105
"Illegal Weapon 2.0 - Street Dancer 3D | Varun D, Shraddha K | Tanishk B,Jasmine Sandlas,Garry Sandhu",https://www.youtube.com/watch?v=zjMtaw2mrrc,474607541
"Nashe Si Chadh Gayi | Full Song | Befikre, Ranveer Singh, Vaani Kapoor, Arijit Singh, Vishal-Shekhar",https://www.youtube.com/watch?v=HoCwa6gnmM0,474095762
"SIMMBA: Tere Bin | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Rahat Fateh Ali Khan, Asees Kaur",https://www.youtube.com/watch?v=hejXc_FSYb8,473719715
"Akh Lad Jaave With Lyrics | Loveyatri | Aayush S | Warina H |Badshah,Tanishk Bagchi,Jubin N,Asees K",https://www.youtube.com/watch?v=zYhBJoBUSYA,473523534
Deewani Mastani Full Video Song | Bajirao Mastani | Deepika Padukone,https://www.youtube.com/watch?v=h6lHUn20J5g,473519968
BamBholle - Full Video | Laxmii | Akshay Kumar | Viruss | Ullumanati,https://www.youtube.com/watch?v=F0SflZWxv8k,472023865
